feature,shap_share_mean,shap_share_std,n_windows
USREC_lag12,0.3406933937226612,0.18419202332887225,7
SP500_lag12,0.2765237955033489,0.09953897140267137,7
INDPRO_lag12,0.09136362948951375,0.06016926477623196,7
DPCERA3M086SBEA_lag12,0.08949999559588727,0.0725732192976642,7
RPI_lag12,0.05758652882395421,0.04618998226026369,7
TB3MS_lag12,0.042115792589823085,0.02730597623117524,7
BUSLOANS_lag12,0.04158105338198762,0.030573067488340443,7
UNRATE_lag12,0.040811367057169916,0.040373315960393535,7
OILPRICEX_lag12,0.010479755178405773,0.007258317764513768,7
CPIAUCSL_lag12,0.004802729344753239,0.0055890787769329285,7
M2SL_lag12,0.00454195931249507,0.006288572946013829,7
